KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K250299|Varian Medical Systems, Inc.|Lynn  Allman|3100 Hansen Way||Palo Alto|CA|US|94304|94304|01/31/2025|05/09/2025|SESE|RA|JAQ|Summary|RA||Traditional|N||CT/ MR Tandem and Ovoid Set
K250301|Merge Healthcare Incorporated|Sara  Pesian|900 Walnut Ridge Drive||Hartland|WI|US|53029|53029|01/31/2025|04/14/2025|SESE|RA|LLZ|Summary|RA||Traditional|N||Merge Universal Viewer (MUV)
K250308|Dongguan Boyuan Intelligent Technology Co., Ltd.|Jinlong  Li|Room 801, Building 3, No.3 Kuiqiao Road,|Puxin Lake, Tangxia Town|Dongguan||CN|523719|523719|02/03/2025|04/29/2025|SESE|SU|OAP|Summary|PM||Traditional|N||Hair Growth Device (KCA441-200, KCA441-120, KCA441-88, KCA441-56, KCA441-200S, KCA441-120S, KCA441-88S, KCA441-56S, KCA451-200, KCA451-120, KCA451-88, KCA451-56, KCA451-200S, KCA451-120S, KCA451-88S, KCA451-56S)
K250327|Stryker Instruments|Josh  Measures|1941 Stryker Way||Portage|MI|US|49002|49002|02/05/2025|04/15/2025|SESE|SU|GEI|Summary|SU||Special|N||OptaBlate Radiofrequency (RF) Generator System
K250328|Canon Medical Systems Corporation|Orlando  Tadeo Jr.|1385 Shimoishigami||Otawara-shi||JP|324-8550|324-8550|02/05/2025|04/30/2025|SESE|RA|QIH|Summary|RA||Traditional|N||UltraExtend NX CUW-U001S V2.0 Ultrasound Image Analysis Program
K250332|Highridge Medical, LLC|Regan  Ream|10225 Westmoor Drive||Westminster|CO|US|80021|80021|02/05/2025|04/04/2025|SESE|OR|NKG|Summary|OR||Traditional|N||Virage® OCT Spinal Fixation System
K250343|LuxCreo Inc.|Tao  Feng|350 W. Ontario Street|Suite 700|Chicago|IL|US|60654|60654|02/06/2025|04/08/2025|SESE|DE|NXC|Summary|DE||Special|N||LuxCreo Clear Aligner System
K250360|Shenzhen Jiantuo Electronics Co., Ltd.|Jin Liang  Zou|608, Block A, Zhuoyue Yulong Haoxuan, Xinyang Community|Shajing Street, Bao'an District|Shenzhen||CN|518104|518104|02/10/2025|05/11/2025|SESE|NE|NUH|Statement|NE||Traditional|N||TENS AND EMS (TENS and Muscle Stimulator) (JT8012C,JT8016,JT9020E,JT9026)
K250366|Anhui Longway Medical Technology Co., LTD|Xie  Alan|No.59 Lingji Rd.,||Mingguang||CN|239400|239400|02/10/2025|04/08/2025|SESE|PM|ITI|Summary|PM||Traditional|N||Electric Wheelchair (LW01301A07)
K250371|AtriCure, Inc.|Ronit  Shah|7555 Innovation Way||Mason|OH|US|45040|45040|02/10/2025|04/10/2025|SESE|NE|GXH|Summary|NE||Traditional|N||cryoICE cryoXT cryoablation probe (cryoXT)
K250373|Life Spine, Inc.|Angela  Batker|13951 Quality Drive||Huntley|IL|US|60142|60142|02/10/2025|04/09/2025|SESE|OR|MAX|Summary|OR||Traditional|N||ProLift Expandable Spacer System
K250377|ACON Laboratories, Inc.|Catherine  Shi|9440 Carroll Park Drive||San Diego|CA|US|92121|92121|02/10/2025|05/10/2025|SESE|MI|SCA|Statement|MI||Traditional|N||Flowflex Plus COVID-19 and Flu A/B Home Test
K250389|Changzhou Xin Neng Yuan Medical Stapler Co., Ltd.|Hong  Zhou|No. 51, Shuishan Road, Zhonglou Economic Development Zone||Changzhou||CN|2133023|2133023|02/11/2025|04/10/2025|SESE|GU|KNT|Summary|GU||Traditional|N||XNY Disposable Gastric Calibration Tube
K250393|United Zirconia|Kanal  Ebeid|Land Plot No.164-D|North Katameya Road|Cairo||EG|||02/12/2025|05/12/2025|SESE|DE|EIH|Summary|DE||Traditional|N||ZircaGlow & ZircaGlow HT Zirconia
K250395|CONMED Corporation|Dionne  Sanders|525 French Road||Utica|NY|US|13502|13502|02/12/2025|04/07/2025|SESE|OR|ORQ|Summary|SU||Traditional|N||BioBrace ® RC Delivery System
K250400|Vigeon Technology Co., Ltd.|Liang Tong  Kuo|10F., No. 80, Sec. 2, Chang'an E. Rd., Zhongshan Dist.||Taipei City||TW|104094|104094|02/12/2025|05/09/2025|SESE|SU|GEI|Summary|SU||Traditional|N||Vigeon Laparoscopic Universal Smoke Evacuator (VG003)
K250402|Avava Inc|Richard  Bankowski|275 2nd Ave|3rd Floor|Waltham|MA|US|02451|02451|02/12/2025|04/14/2025|SESE|SU|ONG|Summary|SU||Traditional|N||AVAVA™ Skin Treatment System
K250404|Fresenius Medical Care Renal Therapies Group, LLC|Caitlin  Kalda|920 Winter St||Waltham|MA|US|02451|02451|02/12/2025|04/03/2025|SESE|GU|KDJ|Summary|GU||Traditional|N||stay•safe® catheter extension set with Safe- Lock, 12 inch; stay•safe® catheter extension set with Luer-Lock, 6 inch; stay•safe® catheter extension set with Luer-Lock, 12 inch; stay•safe® catheter extension set with Luer-Lock, 18 inch; stay•safe® to Luer-Lock Adapter, 4 inch
K250405|Theranica Bio-Electronics Ltd|Alon  Ironi|4 Ha-Omanut St||Netanya||IL|4250438|4250438|02/13/2025|05/14/2025|SESE|NE|QGT|Summary|NE||Traditional|N||Nerivio; Nerivio Infinity
K250414|Tribun Health|Jean-François  Pomerol|30 Boulevard de Vaugirard||Paris||FR|75015|75015|02/13/2025|05/14/2025|SESE|PA|QKQ|Summary|PA||Traditional|N||CaloPix
K250416|Galileo CDS, Inc|Abhijeet  Pradhan|7000 North Mopac Expressway Suite 200 ||Austin|TX|US|78731|78731|02/13/2025|04/11/2025|SESE|RA|QIH|Summary|RA||Traditional|N||GBrain MRI
K250418|Ulthera Inc.|Christopher  Lefancheck|6501 Six Forks Road||Raleigh|NC|US|27615|27615|02/13/2025|05/13/2025|SESE|SU|OHV|Summary|SU||Traditional|N||Ulthera System (UC-1 Control Unit PRIME Model 2.1)
K250420|Helios Biomedical Inc.|Yiannis  Monovoukas|11 Dellbrook Road||Weston|MA|US|02493|02493|02/13/2025|05/14/2025|SESE|NE|GXQ|Summary|NE||Traditional|N||Helios Dura Regeneration Matrix
K250421|Inari Medical, Inc.|Ellen  Nguyen|6001 Oak Canyon|Suite 100|Irvine|CA|US|92618|92618|02/13/2025|05/12/2025|SESE|CV|QEW|Summary|CV||Traditional|N||InThrill™ Thrombectomy System
K250425|APK Technology Co., Ltd.|Caifang  Wang|6 Floor, Building B2, Industry of Hengfeng, No. 739, Zhoushi|Hezhou, Hangcheng Street, Bao’an District|Shenzhen||CN|518100|518100|02/14/2025|04/07/2025|SESE|SU|FTC|Statement|SU||Traditional|N||Ultraviolet Phototherapy Device
K250426|Abbott Medical|Meghann  Kayoum|177 County Road B East||St. Paul|MN|US|55117|55117|02/14/2025|04/25/2025|SESE|CV|DQY|Summary|CV||Special|N||Amulet™ Steerable Delivery Sheath
K250431|Shandong Moonlight Electronics Tech Co.,Ltd.|Jvqiang  Xin|No.30,Lechuan,Xinhua Road,Economic Development Zone||Weifang||CN|261000|261000|02/14/2025|05/12/2025|SESE|SU|GEX|Summary|SU||Traditional|N||Medical Diode Laser Hair Removal System (MNLT-D1)
K250432|Olympus Medical Systems Corporation|Shinichiro  Kawachi|2951 Ishikawa-cho||Hachioji-shi||JP|192-8507|192-8507|02/14/2025|05/15/2025|SESE|GU|FDF|Summary|GU||Traditional|N||Colonovideoscope (CF-EZ1500DL); Colonovideoscope (CF-EZ1500DI); Gastrointestinal Videoscope (GIF-EZ1500)
K250438|CooperSurgical, Inc|Drake  Schaffer|95 Corporate Drive||Trumbull|CT|US|06611|06611|02/14/2025|04/11/2025|SESE|OB|HHW|Summary|OB||Traditional|N||CooperSurgical Milex® Pessaries
K250444|MicroPort Orthopedics, Inc.|Hunter  Williams|5677 Airline Road||Arlington|TN|US|38002|38002|02/14/2025|05/15/2025|SESE|OR|LZO|Summary|OR||Traditional|N||NEXUS® Hip Stem
K250451|NeurAxis|Thomas  Carrico|11611 N. Meridian St.|Suite 330|Carmel|IN|US|46032|46032|02/18/2025|05/15/2025|SESE|GU|QHH|Summary|GU||Traditional|N||NeurAxis IB-Stim (01-1020)
K250454|Hardy Diagnostics|Lauren  Hamilton|1430 West McCoy Lane||Santa Maria|CA|US|93455|93455|02/18/2025|05/15/2025|SESE|MI|JTN|Statement|MI||Traditional|N||HardyDisk Aztreonam/Avibactam 30/20µg (AZA50)
K250455|FLUOPTICS SAS (a Getinge Group Company}|Marion  Boudet|44 rue des berges||Grenoble||FR|38000|38000|02/18/2025|04/17/2025|SESE|SU|QDG|Summary|SU||Traditional|N||FLUOBEAM LX Imaging System (FBLX); FLUOBEAM LM Imaging System (FBLM)
K250459|Technoflex SAS.|Dominique  Saint Ellier|ZA de Bassilour||Bidart||FR|64210|64210|02/18/2025|04/18/2025|SESE|HO|KPE|Summary|HO||Traditional|N||DMRX 100ml Empty Container Solution; DMRX 250ml Empty Container Solution; DMRX 500ml Empty Container Solution; DMRX 1000ml Empty Container Solution
K250481|Sky Medical, a.s.|Yulia  Surinova|Vicenzy 24/2058||Samorin||SK|931 01|931 01|02/19/2025|04/18/2025|SESE|GU|PIF|Summary|GU||Traditional|N||Extension Feeding Set with ENFit™ Connectors
K250482|Fissiontech LLC|Mike  Lee|1 Liberty Street,Floor 3||New York|NY|US|10006|10006|02/19/2025|05/08/2025|SESE|DE|LRK|Summary|DE||Traditional|N||Advanced Anti Snoring Device 4.0 Clear/ Advanced Anti Snoring Device 4.0 Blue
K250486|Kyocera Medical Technologies, Inc. (KMTI)|Joey  Thompson|1289 Bryn Mawr Avenue|Suite A|Redlands|CA|US|92374|92374|02/19/2025|04/10/2025|SESE|OR|KWQ|Summary|OR||Special|N||Skyway Anterior Cervical Plate System
K250497|Aidite (Qinhuangdao) Technology Co., Ltd|Zhanfu  Ye|No.9 Dushan Road,|Economic and Technological Development Zone|Qinhuangdao||CN|066004|066004|02/20/2025|04/30/2025|SESE|DE|EBF|Summary|DE||Traditional|N||Additive Manufacturing (Light Curing) Crown Bridge Resin
K250499|Alcresta Therapeutics, Inc|Daniel  Orlando|130 Turner Street|Building 3, Suite 200|Waltham|MA|US|02453|02453|02/20/2025|04/17/2025|SESE|GU|PLQ|Summary|GU||Traditional|N||RELiZORB (100300/100301)
K250521|Biocomposites Ltd|Ciara  Airey|Keel Science Park||Keele||GB|ST55NL|ST55NL|02/21/2025|04/07/2025|SESE|OR|MQV|Summary|OR||Traditional|N||NanoBone® SBX Putty ; NanoBone® QD
K250533|Taizhou Reach Technology Co., Ltd|Rong  Fan|No.18 Xiangrong Road, Chengqu Industrial Zone||Taixing City||CN|||02/24/2025|05/14/2025|SESE|PM|INI|Summary|PM||Traditional|N||Magnesium alloy scooter (RS100)
K250554|Centinel Spine LLC|Jessica  Staub|900 Airport Road|Suite 3B|West Chester|PA|US|19380|19380|02/25/2025|04/25/2025|SESE|OR|QLQ|Summary|OR||Traditional|N||prodisc® L Instruments
K250578|Careglove Global Sdn. Bhd.|Lim Kwee Shyan|Lot 17479, Lorong Senawang 3/2, Off Jalan Senawang 3,|Senawang Indsutrial Estate|Seremban||MY|70450|70450|02/27/2025|04/01/2025|SESE|HO|LZA|Summary|HO||Special|N||Nitrile Examination Gloves Powder Free Tested for Use With Chemotherapy Drugs & Fentanyl Citrate (Blue & Black)
K250582|CG Bio Co., Ltd.|Suwon  Lee|29, Jeyakdanji-ro, Hyangnam-eup||Hwaseong-si||KR|18608|18608|02/27/2025|05/08/2025|SESE|OR|NKB|Summary|OR||Traditional|N||COLONNADE Posterior Screw Fixation System
K250592|Northeast Scientific, Inc.|Matthew  Farley|2142 Thomaston Ave||Waterbury|CT|US|06704|06704|02/27/2025|05/12/2025|SESE|CV|OWQ|Summary|CV||Traditional|N||NES Reprocessed Visions PV .018 Digital IVUS Catheter (R-86700)
K250608|Mako Surgical Corp.|Shikha  Khandelwal|3365 Enterprise Avenue||Weston|FL|US|33331|33331|02/28/2025|04/25/2025|SESE|OR|OLO|Summary|NE||Traditional|N||Mako Total Knee Application (3.0); Hybrid Tip Pointer
K250613|Nvision Biomedical Technologies Inc|Erin  Lansdale|4590 Lockhill Selma Rd||San Antonio|TX|US|78249|78249|02/28/2025|04/02/2025|SESE|OR|HWC|Summary|OR||Special|N||SnapHammer Hammertoe Correction System
K250617|SprintRay Inc.|Sara  Moghtadernejad|2710 Media Center Drive, Suite #100A||Los Angeles|CA|US|90065|90065|02/28/2025|04/29/2025|SESE|DE|EBI|Summary|DE||Traditional|N||Apex Flex
K250623|OrthoPediatrics Corp.|Yan  Li|2850 Frontier Dr.||Warsaw|IN|US|46582|46582|03/03/2025|04/01/2025|SESE|OR|HSB|Summary|OR||Special|N||Pediatric Nailing Platform  Tibia Pediatric Nailing Platform  Femur
K250629|Hathor Professional Skincare Ltd.|Carolyn (Mellta)  Swift|2618 Roseberry Ave||Victoria||CA|V8R 3T7|V8R 3T7|03/03/2025|05/02/2025|SESE|OB|NUC|Summary|OB||Traditional|N||Sutil Rich Personal Lubricant
K250641|Paragon 28, Inc.|Edward  Wells-Spicer|14445 Grasslands Dr||Englewood|CO|US|80112|80112|03/04/2025|05/01/2025|SESE|OR|HSN|Summary|OR||Traditional|N||APEX 3D Total Ankle Replacement System
K250650|Arineta Ltd.|Yaara  Tirosh-Kamienchick|15 Halamish St.||Caesarea||IL|3088900|3088900|03/04/2025|04/15/2025|SESE|RA|JAK|Summary|RA||Traditional|N||SpotLight / SpotLight Duo with Low Dose Lung Cancer Screening Option
K250656|Wuhan Pioon Technology Co.,Ltd.|Feng  Zhang|12th Floor, Building 1, Innovative Unit, R&D Center Project,|Marine World Shipyard Park, No. 16 Fozuling 3rd Road, East L|Wuhan||CN|430205|430205|03/05/2025|04/04/2025|SESE|SU|GEX|Summary|SU||Special|N||Medical Diode Laser (Models: MZ-GK, MZ-K20, MZ-N75)
K250658|SHINA MED CORPORATION|Taejoo  Ha|455-30, Bogaewonsam-ro, Bogae-myeon,|Anseong-si, Gyeonggi-do, Republic of Korea|Anseong||KR|17509|17509|03/05/2025|04/03/2025|SESE|HO|FMI|Summary|HO||Special|N||SureFine Pen Needle
K250667|DeGen Medical|Craig  Black|1321-C North Cashua Drive||Florence|SC|US|29501|29501|03/05/2025|04/04/2025|SESE|OR|MAX|Summary|OR||Special|N||DeGen Medical Patient Specific Implant (PSI) System
K250669|Medtronic Sofamor Danek, USA Inc.|Alicia  Goins|1800 Pyramid Place||Memphis|TN|US|38132|38132|03/05/2025|04/22/2025|SESE|OR|MAX|Summary|OR||Traditional|N||Adaptix™ Interbody System with Titan nanoLOCK™ Surface Technology
K250677|Smith & Nephew, Inc.|Dana  Hartlein|7135 Goodlett Farms Pkwy||Cordova|TN|US|38016|38016|03/06/2025|04/02/2025|SESE|OR|JWH|Summary|OR||Special|N||LEGION Total Knee System
K250683|Optain Health, Inc.|Emilia  Gonzalez|373 Park Avenue South||New York|NY|US|10016|10016|03/06/2025|04/30/2025|SESE|OP|HKI|Summary|OP||Traditional|N||Resolve Fundus Camera
K250697|Shenzhen Kingboom Technology Co., Ltd|Qiang  Ma|#201, 2nd fl, No.5, Tongxin Road, Pingdong Community|Pingdi Street, Longgang District|Shenzhen||CN|518117|518117|03/07/2025|04/23/2025|SESE|EN|BTA|Summary|SU||Traditional|N||Electric Nasal Aspirator (BC026, BC025, BC023)
K250705|Gynesonics, Inc.|Christine  Ehmann|600 Chesapeake Drive||Redwood City|CA|US|94063|94063|03/10/2025|04/02/2025|SESE|OB|KNF|Summary|OB||Special|N||Sonata Transcervical Fibroid Ablation System 2.2
K250706|BIOTRONIK, Inc.|Jon  Brumbaugh|6024 Jean Road||Lake Oswego|OR|US|97035|97035|03/10/2025|04/04/2025|SESE|CV|LIT|Summary|CV||Special|N||Passeo-35 Xeo Peripheral Dilatation Catheter; Passeo-18 Peripheral Dilatation Catheters; Passeo-14 Peripheral Dilatation Catheter; Oscar Peripheral Multifunctional Catheter System; Pantera Pro Percutaneous Transluminal Coronary Angioplasty Catheter; Pantera LEO Percutaneous Transluminal Coronary Angioplasty (PTCA) Catheter
K250708|Guard Medical, Inc.|Machiel  van der Leest|1221 Brickell Avenue|Suite 900|Miami|FL|US|33131|33131|03/10/2025|04/08/2025|SESE|SU|OKO|Summary|SU||Special|N||NPseal
K250712|Trax Surgical|Stephen  Deane|75 Mill Street||Stoughton|MA|US|02072|02072|03/10/2025|05/14/2025|SESE|OR|JDR|Summary|OR||Traditional|N||Linkt Compression Staple System
K250723|Cardio Flow Inc.|Michael  Kallok|3530 88th Ave NE||Blaine|MN|US|55014|55014|03/10/2025|04/25/2025|SESE|CV|MCW|Summary|CV||Special|N||FreedomFlow™ Orbital Circumferential Atherectomy System (H6005/ 4Fr 3-Sphere Configuration)
K250727|Hangzhou Alltest Biotech Co.,Ltd|Rosa  Wu|#550, Yinhai Street||Hangzhou||CN|310018|310018|03/11/2025|04/04/2025|SESE|TX|NFT|Summary|TX||Traditional|N||AllTest Multi-Drug Rapid Urine Test Cup; AllTest Multi-Drug Urine Test Cup
K250728|Arthrex, Inc.|Lai  Saeteurn|1370 Creekside Boulevard||Naples|FL|US|34108|34108|03/11/2025|05/05/2025|SESE|SU|GCJ|Summary|GU||Traditional|N||Arthrex Synergy Vision Endoscopic Imaging System
K250748|KLAXON-MOBILITY GmbH|Riccardo  Colomba|Industriestrasse 1||Arnoldstein||AT|9601|9601|03/12/2025|04/11/2025|SESE|PM|ITI|Summary|PM||Special|N||KLAXON (TWIST); KLAXON (TWIST R)
K250752|Integra LifeSciences Corporation|Rebecca  Odulio|1100 Campus Rd.||Princeton|NJ|US|08540|08540|03/12/2025|04/09/2025|SESE|NE|GWG|Summary|NE||Special|N||AURORA® Surgiscope® System (ASX15/60); AURORA® Surgiscope® System (ASX15/80)
K250754|CureMetrix, Inc.|Kevin  Harris|402 West Broadway|Suite # 400|San Diego|CA|US|92101|92101|03/12/2025|04/10/2025|SESE|RA|QIH|Statement|RA||Special|N||cmAngio® (V1.6)
K250758|CHANGSHU PINGFANG WHEELCHAIR CO., LTD|Jian  Zhu|No.3 Ziqiang Road, Shanghu Town, Changshu||Suzhou||CN|||03/13/2025|05/09/2025|SESE|PM|ITI|Summary|PM||Traditional|N||Electric Wheelchair (F309)
K250760|OsteoRemedies, LLC|Rachel  Kennedy|6800 Poplar Ave|Suite 120|Memphis|TN|US|38138|38138|03/13/2025|04/02/2025|SESE|OR|LOD|Summary|OR||Special|N||SPECTRUM GV Bone Cement
K250763|C.E.I.B.med|Hyo jeong  Kim|254 Beotkkot-ro, Geumchenon-gu||Seoul-si||KR|08511|08511|03/13/2025|05/12/2025|SESE|DE|EBF|Summary|DE||Traditional|N||Reon
K250775|Imperative Care, Inc.|Vida  Sollanek|1359 Dell Ave||Campbell|CA|US|95008|95008|03/14/2025|05/14/2025|SESE|CV|QEW|Summary|CV||Special|N||Symphony™ Thrombectomy System; Symphony™ 16F 82cm Thrombectomy System
K250785|Hunan Vathin Medical Instrument Co.Ltd|Charlene  Du|1/F, Building 12,Innovation and Entrepreneurship Service Ctr|No 9 Chuanqi west road, Jiuhua Economic Development Zone|Xiangtan||CN|411100|411100|03/14/2025|05/06/2025|SESE|GU|FGB|Summary|GU||Traditional|N||Single-use Flexible Ureteroscope
K250786|Intuitive Surgical, Inc.|Kunal  Gunjal|1266 Kifer Road||Sunnyvale|CA|US|94086|94086|03/14/2025|05/13/2025|SESE|SU|NAY|Summary|GU||Traditional|N||SP Endoscope, 0° (430600)
K250802|Advanced Sterilization Products Inc.|Ayse  Erkan|33 Technology Drive||Irvine|CA|US|92618|92618|03/14/2025|04/14/2025|SESE|HO|MLR|Summary|HO||Traditional|N||STERRAD® 100NX Sterilizer with ALLClear™ Technology (10104)
K250803|ANHUI Deepblue Medical Technological Co., Ltd.|Fengling  Chen|Pearl Industrial Park, 106 Innovation Ave.||Hefei||CN|230088|230088|03/17/2025|04/15/2025|SESE|TX|NGL|Summary|TX||Traditional|N||Deepblue Multi-Drug Urine Test Cup; Deepblue Home Muti-Drug Urine Test Cup
K250809|Lumenis Be Ltd.|Shlomit  Segman|9 Hakidma Street PO Box 426, Yokneam Industrial Park||Yokneam||IL|2069236|2069236|03/17/2025|04/16/2025|SESE|SU|GEX|Summary|SU||Special|N||Stellar M22
K250811|Aidite (Qinhuangdao) Technology Co., Ltd.|Jeffry  Ye|No.9 Dushan Road|Economic and Technological Development Zone|Qinhuangdao||CN|066004|066004|03/17/2025|04/11/2025|SESE|DE|EIH|Summary|DE||Special|N||Dental Zirconia Ceramic
K250813|Ascensia Diabetes Care US Inc|Sangram  Yadav|5 Wood Hollow Rd||Parsippany|NJ|US|07054|07054|03/17/2025|05/14/2025|SESE|SU|QRL|Summary|SU||Traditional|N||MICROLET®NEXT 2 Lancing Device
K250823|Mediclus Co., Ltd.|Priscilla  Chung|No. 1210, 134 Gongdan-ro, Heungdeok-gu||Cheongju-si||KR|28576|28576|03/18/2025|04/14/2025|SESE|DE|EBF|Summary|DE||Special|N||Any-Com Flow
K250824|Boston Scientific Corporation|Stephanie  Anderson|100 Boston Scientific Way|Urology and Pelvic Health Division|Marlborough|MA|US|01752|01752|03/18/2025|04/15/2025|SESE|GU|FAD|Summary|GU||Special|N||Percuflex Ureteral Stent; Percuflex Plus Ureteral Stent; Percuflex Plus SureDrive Steerable Ureteral Stent Set; Contour Ureteral Stent; Contour SureDrive Steerable Ureteral Stent Set; Contour VL Variable Length Ureteral Stent; Contour VL SureDrive Steerable Ureteral Stent Set; Polaris Ultra Ureteral Stent; Polaris Loop Ureteral Stent; Tria Firm Ureteral Stent; Tria Soft Ureteral Stent; Percuflex Urinary Diversion Stent Set
K250829|Shenzhen TPH Technology Co., Ltd.|Xiaoyan  Yang|Room 203, 2nd floor,29th Building,  Lianchuang Technology|No.21 Bulan Road, Xialilang Community, Nanwan Street, Longg|Shenzhen||CN|518100|518100|03/19/2025|04/17/2025|SESE|OB|HGX|Summary|OB||Traditional|N||Lacevo Wearable Breast Pump (Model S70)
K250831|Annalise-AI|Haylee  Bosshard|Level P, 24 Campbell St||Sydney||AU|2000|2000|03/19/2025|04/23/2025|SESE|RA|QFM|Summary|RA||Special|N||Annalise Enterprise
K250833|Geistlich Pharma AG|Erik  Wirth|Bahnhofstrasse 40||Wolhusen||CH|6110|6110|03/19/2025|04/15/2025|SESE|DE|NPL|Summary|DE||Special|N||SwissMembrane X; SwissMembrane X Socket
K250834|Zimmer Biomet|Sean  Gleason|1800 W. Center Street||Warsaw|IN|US|46580|46580|03/19/2025|04/18/2025|SESE|OR|LZO|Summary|OR||Special|N||Zimmer Biomet Ceramic Heads (22.2mm diameter)
K250835|Ethicon Endo-Surgery, LLC|Megan  Westendorf|475 Calle C||Guaynabo|PR|US|00969|00969|03/20/2025|05/14/2025|SESE|SU|GDW|Summary|SU||Traditional|N||ETHICON 4000 60mm Compact Stapler (EC3D60C); ETHICON 4000 60mm Standard Stapler (EC3D60S); ETHICON 4000 60mm Long Stapler (EC3D60L); ETHICON 3D 60mm White Reload (ER60W); ETHICON 3D 60mm Blue Reload (ER60B); ETHICON 3D 60mm Green Reload (ER60G); ETHICON 3D 60mm Black Reload (ER60T)
K250842|STERIS Corporation|Jackie  Oliver|5960 Heisley Road||Mentor|OH|US|44060|44060|03/20/2025|04/18/2025|SESE|GU|PKL|Summary|GU||Special|N||PADLOCK CLIP EFTR Kit (00713229)
K250850|Nano-x Imaging Ltd.|Ofir  Koren|94 Em Hamoshavot Road, Brosh building, Ofer Tech Park,|PO Box 3486|Petah Tikva||IL|4970602|4970602|03/20/2025|04/16/2025|SESE|RA|IZF|Summary|RA||Traditional|N||Nanox.ARC X
K250868|Heidelberg Engineering GmbH|Arianna  Schoess Vargas|Max-Jarecki-Str. 8||Heidelberg||DE|69115|69115|03/24/2025|05/12/2025|SESE|OP|OBO|Summary|OP||Traditional|N||SPECTRALIS HRA+OCT and variants
K250869|Sofradim Production|Jhony  Mallet|116, Avenue du Formans||Trévoux||FR|01600|01600|03/24/2025|04/23/2025|SESE|SU|FTL|Summary|SU||Special|N||Parietene™ Macroporous Mesh  (PPM5050 )
K250889|Corentec Co., Ltd.|Sanghee  Seo|12, Yeongsanhong 1-gil, Ipjang-Myeon, Seobuk-Gu, Cheonan-si||Chungchongnam-do||KR|31056|31056|03/25/2025|04/17/2025|SESE|OR|JWH|Summary|OR||Special|N||EXULT Knee Replacement System
K250892|L&K Biomed Co., Ltd.|Kihayng  Kim|#101, 201, 202 16-25, Dongbaekjungang-ro 16 beon-gil|Giheung-gu,|Yongin-si||KR|17015|17015|03/25/2025|04/25/2025|SESE|OR|HRS|Summary|OR||Special|N||CastleLoc Pectus Bar System
K250907|Sol-Millennium Medical, Inc.|Mike  Xie|311 S. Wacker Drive|Suite 4100|Chicago|IL|US|60606|60606|03/26/2025|04/30/2025|SESE|HO|JKA|Summary|CH||Special|N||Sol-Guard TM XtraThin Safety Pull-Button Blood Collection Set
K250909|Merit Medical Systems, Inc.|Niloufar  Samimi|1600 West Merit Parkway||South Jordan|UT|US|84095|84095|03/26/2025|04/25/2025|SESE|CV|DYB|Summary|CV||Special|N||Prelude Wave Hydrophilic Sheath Introducer
K250930|DEKA Research & Development Corp.|William  Calhoun|340 Commercial Street||Manchester|NH|US|03101|03101|03/28/2025|04/02/2025|SESE|CH|QFG|Summary|CH||Special|N||twiist system
K250944|GMP Medicare Sdn. Bhd.|Ummi Salmah  Othman|Lot/PT 64593, Jalan Dahlia/KU8,|Kawasan Perindustrian Meru Timur|Klang||MY|41050|41050|03/28/2025|04/23/2025|SESE|HO|LZA|Statement|HO||Special|N||Nitrile Powder Free Examination Glove, Blue Tested for Use with 60 Chemotherapy Drugs, Gastric Acid, Xylazine and Fentanyl
K250948|TriMed, Inc.|Blesson  Abraham|27533 Avenue Hopkins||Santa Clarita|CA|US|91355|91355|03/21/2025|04/08/2025|SESE|OR|HRS|Summary|OR||Special|N||TriMed Fusion Cup System
K250958|Alembic, LLC|Lisa  Yen|627 National Avenue||Mountain View|CA|US|94043|94043|03/31/2025|04/28/2025|SESE|NE|NRY|Summary|CV||Special|N||APRO 55 Swift Catheter and Alembic Aspiration Tubing
K250962|Alembic, LLC|Lisa  Yen|627 National Avenue||Mountain View|CA|US|94043|94043|03/31/2025|04/29/2025|SESE|NE|DQY|Summary|CV||Special|N||APRO 55 Intermediate Catheter
K250971|Biosphere Medical, S.A.|Rosene  Amosse|Parc des Nations Paris Nord 2|383 rue de la Belle Etolle|Roissy-en-France||FR|95700|95700|03/31/2025|05/16/2025|SESE|CV|KRD|Summary|CV||Traditional|N||Embosphere Microspheres
K250977|Suturion AB|Paan  Hermansson|Scheeletorget 1||Lund||SE|223 63|223 63|03/31/2025|04/28/2025|SESE|SU|NEW|Summary|SU||Special|N||Suture-TOOL System
K250995|Cepheid®|Suzette  Chance|904 Caribbean Dive||Sunnyvale|CA|US|94089|94089|04/01/2025|05/01/2025|SESE|MI|QOF|Summary|MI||Special|N||Xpert Xpress CoV-2/Flu/RSV plus
K250996|Cepheid®|Suzette  Chance|904 Caribbean Drive||Sunnyvale|CA|US|94089|94089|04/01/2025|05/01/2025|SESE|MI|QOF|Summary|MI||Special|N||Xpert Xpress CoV-2/Flu/RSV plus
